respondent_id,education_level,income_category,media_trust,political_efficacy,trust_base,political_trust_scale
111,High School,Middle,1.93113349750638,4.889080099761486,3.695844833019668,3.695844833019668
112,Bachelor's,Middle,2.975892538204789,4.364555731415749,5.469933045360726,5
113,Graduate,Middle,1.4657324012368917,3.75032626837492,1.9886996199751517,1.9886996199751517
114,Graduate,Low,4.832683899439871,3.1223521158099174,4.9469484536753825,4.9469484536753825
115,Some College,High,4.480399341322482,4.139551216736436,5.218345335806261,5
116,Graduate,Middle,3.3797043347731233,1.583932369016111,3.8660918286096297,3.8660918286096297
117,Bachelor's,Middle,4.172663581557572,4.936607586219907,5.0647774161809656,5
118,Bachelor's,Middle,3.7167543498799205,4.921987548470497,4.432212345396413,4.432212345396413
119,Bachelor's,Low,1.0984725253656507,4.866032866761088,3.3267611666753862,3.3267611666753862
120,Graduate,High,3.431351335719228,1.227665071375668,3.7084355625045964,3.7084355625045964
121,Some College,Low,1.9590127849951386,1.8455898184329271,2.2492724357382317,2.2492724357382317
122,High School,Low,1.2629234278574586,3.7312936540693045,4.126410202021682,4.126410202021682
123,Graduate,High,2.8064042944461107,2.958375916816294,4.758615312082042,4.758615312082042
124,Graduate,High,3.3318096389994025,4.530935529619455,4.318364469976366,4.318364469976366
125,Graduate,Low,3.6106632007285953,4.76442626491189,4.829416466473036,4.829416466473036
126,Some College,Low,1.6208695909008384,1.5761551531031728,2.0185092137368503,2.0185092137368503
127,Bachelor's,Middle,4.0194399412721395,4.688951998949051,5.571453475646256,5
128,High School,Low,4.5033374493941665,2.1408606357872486,5.122046156470319,5
129,High School,Low,2.607000196352601,2.5463959770277143,4.5259126385411745,4.5259126385411745
130,Bachelor's,High,4.339762635529041,3.2035687677562237,4.3478060363874524,4.3478060363874524
131,Bachelor's,Middle,1.6811800403520465,1.5673168934881687,2.8590684831076163,2.8590684831076163
132,Some College,High,3.3717903112992644,3.443882031366229,4.538920675807638,4.538920675807638
133,Bachelor's,Low,1.5421702498570085,3.857773636467755,3.825169299303235,3.825169299303235
134,Some College,Low,2.7539745308458805,2.2357073929160833,3.0875591556573356,3.0875591556573356
135,Some College,High,4.006032391451299,1.8720978498458862,4.640260369269937,4.640260369269937
136,High School,Low,4.3225735649466515,1.7191005386412144,3.9143570880726313,3.9143570880726313
137,Graduate,Middle,2.036073380149901,1.5607996229082346,4.674669042327831,4.674669042327831
138,Bachelor's,Middle,2.726538674905896,3.0500914780423045,4.68485655244865,4.68485655244865
139,Some College,Low,2.309026828967035,2.1393756847828627,3.047023211970092,3.047023211970092
140,High School,High,4.112194904126227,3.8507211972028017,4.978754405024446,4.978754405024446
141,High School,Low,2.294026923365891,1.7236574525013566,2.802304645507922,2.802304645507922
142,High School,High,1.3562115291133523,2.552489052526653,3.9178301513530145,3.9178301513530145
143,Bachelor's,High,2.9521310618147254,1.4965554773807526,3.279950487244107,3.279950487244107
144,Bachelor's,High,3.9991494631394744,1.6212037401273847,3.998989803691353,3.998989803691353
145,Graduate,Middle,2.6331489300355315,1.0087319118902087,2.075717698294386,2.075717698294386
146,Bachelor's,High,4.104473167099059,3.1203369041904807,3.7552008711346905,3.7552008711346905
147,High School,Middle,2.217734514735639,3.235858772881329,4.532364886461914,4.532364886461914
148,Some College,Low,4.548308645375073,4.150346768088639,4.046657486883294,4.046657486883294
149,High School,Low,2.1377503518015146,3.0037186183035374,2.1080086145360704,2.1080086145360704
150,High School,Middle,1.290095617994666,3.7300610058009624,3.765379912944258,3.765379912944258
151,Graduate,Middle,4.848757013678551,2.52983604837209,4.247876708892193,4.247876708892193
152,Bachelor's,Middle,2.532030784524977,4.266629800200462,3.9024084817459235,3.9024084817459235
153,Bachelor's,High,1.073108483105898,4.659572520293295,3.814896020703305,3.814896020703305
154,Bachelor's,Middle,4.411364505067468,2.7281789239495993,4.427930867274544,4.427930867274544
155,Bachelor's,Middle,3.258030845783651,4.0439902963116765,2.862702432290778,2.862702432290778
156,Some College,Middle,1.773656303063035,3.500315339304507,2.570747749172223,2.570747749172223
157,Some College,Middle,3.8988179713487625,2.423933094367385,4.871839196000857,4.871839196000857
158,Bachelor's,Low,3.891232912428677,2.1359647270292044,3.411281408913607,3.411281408913607
159,Bachelor's,High,1.5153064038604498,3.4846412548795342,4.413787700047625,4.413787700047625
160,Some College,Middle,2.3303956910967827,4.742045081220567,4.7693907781760885,4.7693907781760885
161,Bachelor's,Low,4.872625157237053,2.6090826569125056,4.242551644993832,4.242551644993832
162,Some College,High,4.5771582666784525,2.7535324124619365,4.34784307861215,4.34784307861215
163,Graduate,High,1.3935444941744208,3.66193132661283,3.566643053443798,3.566643053443798
164,Some College,Middle,2.4641788164153695,4.792482942342758,2.8216538144436827,2.8216538144436827
165,High School,Low,4.054451732896268,1.3982934523373842,4.4178705226197215,4.4178705226197215
166,High School,Middle,4.165781705640256,3.5169107569381595,4.92489143170399,4.92489143170399
167,High School,High,4.176714432425797,2.6945120692253113,5.265758998661399,5
168,Some College,Low,2.7685870081186295,1.0869202092289925,2.8271892075185505,2.8271892075185505
169,Bachelor's,Middle,1.9234189502894878,3.7170470375567675,4.271461175658386,4.271461175658386
170,Some College,Middle,2.072214636951685,2.839845173060894,3.436263258916509,3.436263258916509
171,Bachelor's,Middle,3.3289251755923033,4.853448713198304,4.891979174397459,4.891979174397459
172,Graduate,Low,1.8133670426905155,3.285069229081273,3.374021595968091,3.374021595968091
173,Bachelor's,Middle,3.925019289366901,4.283884960226715,4.824083481731575,4.824083481731575
174,Bachelor's,High,2.07340447884053,4.272820646874607,4.911601238419921,4.911601238419921
175,Bachelor's,Low,4.866323485970497,2.991807769984007,4.83344660453711,4.83344660453711
176,Some College,High,2.4659344600513577,2.5328701017424464,3.804590215608916,3.804590215608916
177,Some College,High,1.3327637407928705,4.676059702411294,5.453613327883226,5
178,Bachelor's,Low,2.166407865472138,1.4738143989816308,3.8540328561943165,3.8540328561943165
179,Bachelor's,High,1.3414810029789805,3.131060019135475,5.237484567996855,5
180,Some College,Low,4.697742521762848,4.28334379568696,3.8477791550430487,3.8477791550430487
181,Graduate,Middle,2.835687949322164,3.11629784014076,4.842836515200463,4.842836515200463
182,High School,Low,4.586879760026932,3.8066667458042502,4.316560056405769,4.316560056405769
183,Some College,Low,4.14881400950253,3.748362367041409,4.6894127006709425,4.6894127006709425
184,Bachelor's,Middle,3.058235543780029,1.7497114166617393,3.974626129912413,3.974626129912413
185,High School,Middle,1.0531884105876088,3.686452199704945,3.9555782709496436,3.9555782709496436
186,Bachelor's,Middle,3.181304690428078,4.9142640279605985,2.168441587304489,2.168441587304489
187,High School,Middle,4.9986941907554865,3.9898173473775387,6.2708452532019,5
188,High School,High,1.269228484481573,3.3638425143435597,4.152331935419342,4.152331935419342
189,Bachelor's,Low,1.1188792623579502,4.74078123178333,1.991537476709016,1.991537476709016
190,High School,Middle,2.7426419649273157,4.265152867883444,3.9297561354176747,3.9297561354176747
191,Graduate,Middle,1.858402542769909,1.8526889206841588,2.7816663972687645,2.7816663972687645
192,Bachelor's,Middle,4.89679975155741,1.7964252401143312,4.301367945435098,4.301367945435098
193,Bachelor's,Middle,2.499992374330759,3.6692749969661236,4.2854564252253695,4.2854564252253695
194,Graduate,Low,3.4449875708669424,1.301998502574861,3.7297844174289723,3.7297844174289723
195,Bachelor's,Middle,2.791216812096536,4.478604905307293,4.550223417272239,4.550223417272239
196,Graduate,Low,1.003289608284831,2.3531401455402374,4.183870657283421,4.183870657283421
197,Graduate,High,2.5457315081730485,2.207668603397906,3.9632327823448663,3.9632327823448663
198,Graduate,Middle,1.582465197890997,3.006227904930711,3.9202766373452556,3.9202766373452556
199,Some College,Low,1.440441188402474,2.5758363604545593,2.4323583205337576,2.4323583205337576
200,Bachelor's,Low,4.959635836072266,4.887651218101382,4.965457888735774,4.965457888735774
201,Some College,Low,1.8433827264234424,2.4999038772657514,2.830054406162142,2.830054406162142
202,Graduate,Low,4.910718048922718,1.1511771976947784,2.872200994452572,2.872200994452572
203,Bachelor's,Low,2.614434094168246,3.6094018882140517,4.187398000774184,4.187398000774184
204,Graduate,Middle,1.953388599678874,2.0567311188206077,3.2615756791619095,3.2615756791619095
205,High School,Middle,3.768195907585323,4.219885790720582,4.162418041946447,4.162418041946447
206,Some College,High,1.7029266944155097,1.7154130609706044,3.32519513177563,3.32519513177563
207,Bachelor's,Low,2.4835821194574237,3.3733325116336346,3.5742438564979992,3.5742438564979992
208,Bachelor's,Middle,4.045388754457235,1.1559701366350055,4.333726651470578,4.333726651470578
209,Graduate,Low,1.6013011615723372,2.1249130498617887,3.2644226280102835,3.2644226280102835
210,Graduate,High,2.920486157760024,4.639297706075013,3.7153172044974196,3.7153172044974196
211,Graduate,Middle,3.462509666569531,3.3383529987186193,3.9014329775884926,3.9014329775884926
212,Some College,Middle,1.914669911377132,1.5766517221927643,2.083018523164539,2.083018523164539
213,Bachelor's,Low,3.880659442394972,2.1984350606799126,3.427673443478027,3.427673443478027
214,High School,Low,2.2749240258708596,2.1669771280139685,2.4118551106974717,2.4118551106974717
215,Bachelor's,Low,1.7312798332422972,2.046319135464728,3.676125490084813,3.676125490084813
216,High School,Low,3.6440375046804547,4.881055347621441,3.8896404734932206,3.8896404734932206
217,Some College,Middle,1.9974210439249873,3.129084561020136,4.305999656639639,4.305999656639639
218,Bachelor's,Middle,2.844976404681802,1.4364983262494206,3.074422313825479,3.074422313825479
219,Bachelor's,Middle,3.3705108761787415,4.492754525505006,3.4719996162616376,3.4719996162616376
220,Some College,Middle,3.9171884078532457,4.410465493798256,3.6789850616464888,3.6789850616464888
221,Bachelor's,Middle,3.4121630042791367,4.471297458745539,4.18294737555636,4.18294737555636
222,Graduate,Low,1.4595097284764051,3.2739316700026393,4.478786514788348,4.478786514788348
223,High School,Middle,2.242111355997622,1.0931996889412403,3.533879093519935,3.533879093519935
224,Some College,Middle,4.82542310655117,1.7757253162562847,5.157886696880813,5
225,Bachelor's,Middle,4.838891343213618,2.6286111511290073,5.138735168480789,5
226,Bachelor's,High,2.823103357106447,1.7895490434020758,5.389101709643409,5
227,Bachelor's,Low,4.391925452277064,1.0420909766107798,3.305138728799711,3.305138728799711
228,Bachelor's,Middle,1.297996949404478,1.7921611154451966,2.1836567317013875,2.1836567317013875
229,Bachelor's,Middle,1.3538430659100413,4.171867988072336,5.315842101699083,5
230,Graduate,Middle,2.435187492519617,4.637741579674184,4.222519808315537,4.222519808315537
231,Bachelor's,Middle,1.7414324106648564,2.3876747097820044,3.0830755901458966,3.0830755901458966
232,High School,Middle,1.2238087933510542,4.701126271858811,3.139920935642618,3.139920935642618
233,Bachelor's,Middle,3.0345083326101303,3.5896861143410206,3.4952378290265207,3.4952378290265207
234,Some College,High,3.0250136693939567,2.599413486197591,4.055921554175139,4.055921554175139
235,Bachelor's,Middle,2.9936679117381573,3.099849447607994,3.134449063373922,3.134449063373922
236,Bachelor's,Middle,4.612469136714935,3.909149364568293,5.3199777743678105,5
237,High School,Low,2.8861641185358167,1.815946251153946,2.980671323737689,2.980671323737689
238,Some College,Middle,3.768749254755676,2.3052877578884363,3.892815751358437,3.892815751358437
239,Bachelor's,Low,4.087183109484613,1.2459682105109096,3.178740154982456,3.178740154982456
240,High School,Low,1.1846809657290578,2.8479307191446424,3.4000535546916564,3.4000535546916564
241,Bachelor's,Low,1.5585999060422182,1.7875702027231455,2.978144235595853,2.978144235595853
242,High School,Middle,1.8073421707376838,2.966876644641161,3.517430615347139,3.517430615347139
243,Graduate,Low,3.035127663053572,3.233311519958079,2.1601083753988775,2.1601083753988775
244,Bachelor's,Low,4.099136766977608,2.131779653020203,5.069686518335656,5
245,High School,High,4.702581935562193,4.761670705862343,4.8661948644443,4.8661948644443
246,Graduate,Middle,1.893271871842444,3.878310232423246,4.453941412225863,4.453941412225863
247,High School,Middle,1.352972138673067,3.9599495576694608,3.65483360682233,3.65483360682233
248,Graduate,Middle,2.951809356920421,2.0583720318973064,4.794150616910491,4.794150616910491
249,Some College,Low,2.7762537747621536,1.2047347091138363,3.7171600555476396,3.7171600555476396
250,Some College,Low,2.7649090187624097,4.317181085236371,5.04795554723162,5
251,High School,Middle,3.6320557668805122,4.695750234648585,4.189905814911679,4.189905814911679
252,Bachelor's,High,2.6640580371022224,1.7155504655092955,4.631645275632624,4.631645275632624
253,Graduate,Middle,1.7678292244672775,2.5469664689153433,4.623016581019878,4.623016581019878
254,Bachelor's,Middle,2.174030697904527,2.05501916538924,2.2348484850879036,2.2348484850879036
255,Graduate,High,3.4207589710131288,3.709297964349389,4.794447532363917,4.794447532363917
256,Bachelor's,Low,1.7839228054508567,3.278232829645276,2.760058007961593,2.760058007961593
257,Some College,Middle,4.8830312211066484,2.144585305824876,5.4502901068429965,5
258,Bachelor's,Middle,3.262378592044115,3.777823854237795,4.920719790021046,4.920719790021046
259,High School,Middle,4.357775718905032,3.8723892169073224,4.865439959018441,4.865439959018441
260,High School,Middle,2.8401390435174108,4.63084358908236,4.943711277614184,4.943711277614184
261,Some College,Low,4.7921090461313725,2.4833191763609648,4.490058279761851,4.490058279761851
262,Bachelor's,Low,3.742824049666524,4.942859559319913,4.588562940632229,4.588562940632229
263,High School,Middle,2.5588034335523844,1.1958221197128296,1.9360022337368417,1.9360022337368417
264,High School,Low,3.089736547321081,4.888997716829181,4.282740790694575,4.282740790694575
265,Bachelor's,Middle,1.2073634238913655,4.325167738832533,3.638231021064584,3.638231021064584
266,Bachelor's,Middle,2.2590637039393187,1.0573628516867757,3.100822177080024,3.100822177080024
267,Some College,Middle,1.0891195246949792,2.1553164962679148,3.0121493440499485,3.0121493440499485
268,High School,Low,1.5514305820688605,1.1629372462630272,1.763132082350617,1.763132082350617
269,Bachelor's,High,1.430082575418055,3.847894098609686,2.415843900689798,2.415843900689798
270,Some College,Low,3.209745928645134,2.850368174724281,4.328752847112648,4.328752847112648
271,Bachelor's,Middle,2.8047089464962482,2.1593724098056555,4.976169711137105,4.976169711137105
272,Some College,Low,3.239789799787104,1.3737111082300544,3.8844997106748655,3.8844997106748655
273,High School,Low,1.4087848188355565,4.1065415889024734,4.969369679401318,4.969369679401318
274,Some College,Low,1.9243275672197342,3.135473906993866,3.97745223186868,3.97745223186868
275,Graduate,Low,4.38093264400959,2.9826402589678764,4.78405819444537,4.78405819444537
276,Some College,Middle,2.2016876004636288,1.1465560114011168,2.701119670883359,2.701119670883359
277,Some College,Middle,1.4844355005770922,4.604404051788151,2.8435422192194455,2.8435422192194455
278,Graduate,Middle,2.139755342155695,2.14790702983737,3.8513869419867786,3.8513869419867786
279,Some College,Middle,4.428282434120774,1.291886743158102,2.6712711510186624,2.6712711510186624
280,Some College,Low,1.3705674326047301,2.085075787268579,3.5216967392246175,3.5216967392246175
281,Graduate,Low,1.3576970621943474,2.7452761717140675,3.8396951765774783,3.8396951765774783
282,Some College,Low,2.593192449770868,3.0032914206385612,3.6664397889714255,3.6664397889714255
283,Some College,Low,4.0574479987844825,4.86651596147567,5.1726071212905325,5
284,Some College,Middle,3.515438152477145,3.2202061265707016,2.6527684816206887,2.6527684816206887
285,High School,High,3.78502510022372,4.383179341442883,5.425593765713704,5
286,High School,High,2.3997819842770696,2.054508365690708,4.259520253978083,4.259520253978083
287,Bachelor's,Low,2.4217649418860674,2.225908731110394,2.4156524706022884,2.4156524706022884
288,Bachelor's,Low,3.5428000651299953,4.63270191475749,4.16122700127466,4.16122700127466
289,Some College,Low,2.4419970707967877,4.995051302015781,3.192121558322428,3.192121558322428
290,Some College,Low,3.209367067553103,3.4533097809180617,4.644671065200475,4.644671065200475
291,Some College,Middle,3.2432685177773237,1.7058028019964695,4.002753759365446,4.002753759365446
292,Some College,Low,3.017278396524489,3.6278094425797462,3.589069293697743,3.589069293697743
293,Some College,Middle,1.8539245631545782,4.409356569871306,3.104150644474118,3.104150644474118
294,High School,Low,4.258482834324241,1.3538644183427095,4.2007326411889885,4.2007326411889885
295,Graduate,Low,1.0424762023612857,3.9183170180767775,2.6273787549143472,2.6273787549143472
296,High School,Low,2.076385136693716,3.9074768144637346,2.731696818937405,2.731696818937405
297,High School,Middle,2.879942685365677,4.281439568847418,4.2833765550036755,4.2833765550036755
298,Some College,Low,2.491031817160547,4.547959645278752,4.597296495822885,4.597296495822885
299,Graduate,Low,3.144633491523564,1.4377153739333153,3.4462304027075725,3.4462304027075725
300,Some College,Middle,2.907526897266507,2.617543495260179,3.648632136503091,3.648632136503091
301,High School,Middle,3.475255715660751,1.6092882053926587,4.3140272025235324,4.3140272025235324
302,Graduate,Middle,3.451569934375584,1.9426731178537011,3.5009579059360774,3.5009579059360774
303,Bachelor's,Middle,1.7589051388204098,2.281557616777718,3.349349709242299,3.349349709242299
304,Graduate,Middle,2.5392140140756965,2.911495588719845,5.366835421178882,5
305,Bachelor's,Low,3.5572242103517056,1.3983688140287995,3.1303804769816845,3.1303804769816845
306,Some College,Middle,4.93273513764143,4.881598203442991,4.076671462945177,4.076671462945177
307,Some College,High,4.1327165281400084,4.9193638591095805,4.604822042562225,4.604822042562225
308,Bachelor's,High,4.4259025966748595,4.912465503439307,4.637069780702438,4.637069780702438
309,High School,Middle,2.9790833424776793,1.0148360161110759,4.931866442447912,4.931866442447912
310,Some College,Low,3.6303287893533707,4.875472376123071,4.475782780654002,4.475782780654002
311,Some College,High,3.7574880570173264,4.793435029685497,5.707668795871732,5
312,Some College,Low,3.2152555407956243,4.0487500205636024,2.984889678892738,2.984889678892738
313,High School,Middle,1.7130682915449142,3.9591710679233074,3.450064323215676,3.450064323215676
314,High School,Middle,3.776450919918716,1.5895716054365039,4.239114374953534,4.239114374953534
315,Graduate,Middle,3.4607956977561116,2.7675615213811398,3.2843485453813077,3.2843485453813077
316,Some College,Middle,1.5940519273281097,1.4315582746639848,2.3308616069899197,2.3308616069899197
317,Bachelor's,Middle,2.402939814142883,3.8354053515940905,4.9631438016258445,4.9631438016258445
318,Graduate,Middle,3.4563745884224772,4.9964068084955215,5.850315646889438,5
319,Some College,Middle,4.605956883169711,1.4154136246070266,4.771470923996016,4.771470923996016
320,High School,Middle,2.8810916943475604,4.990735047496855,4.72376945200039,4.72376945200039
321,Bachelor's,Middle,2.136800054460764,3.5122312903404236,3.677669776428104,3.677669776428104
322,Graduate,Middle,2.122224010527134,1.534884126856923,4.0892213412386145,4.0892213412386145
323,Graduate,High,1.9956514053046703,2.3350497791543603,3.9211572342522487,3.9211572342522487
