viewer_id,day,battleground_state,minutes_tv_news,total_ads_seen,voting_intent,ads_candidate_A,ads_candidate_B
3,20,0,18,4,25.4,2,2
3,21,0,11,5,27.4,0,5
3,22,0,25,6,27.6,4,2
3,23,0,23,6,25.6,1,5
3,24,0,29,7,27.6,5,2
3,25,0,21,6,27.7,4,2
3,26,0,32,6,31.2,4,2
3,27,0,16,2,27.2,2,0
3,28,0,44,10,31.6,4,6
3,29,0,43,11,22.9,3,8
3,30,0,17,4,28.8,1,3
4,1,1,74,17,58.4,5,12
4,2,1,65,17,60.2,10,7
4,3,1,64,16,63.1,7,9
4,4,1,37,11,54.4,5,6
4,5,1,35,10,61.3,4,6
4,6,1,35,14,62.6,9,5
4,7,1,31,10,58.6,5,5
4,8,1,59,19,57.5,8,11
4,9,1,31,12,56.6,3,9
4,10,1,42,14,56.1,7,7
4,11,1,37,15,60.7,8,7
4,12,1,25,19,61.1,9,10
4,13,1,29,10,58.9,5,5
4,14,1,39,16,59.1,6,10
4,15,1,45,21,62.8,11,10
4,16,1,25,11,62.4,6,5
4,17,1,49,22,58.0,10,12
4,18,1,58,26,56.4,14,12
4,19,1,64,30,58.9,10,20
4,20,1,38,19,59.6,14,5
4,21,1,30,18,61.1,5,13
4,22,1,32,17,59.0,11,6
4,23,1,39,19,59.3,13,6
4,24,1,64,36,59.0,17,19
4,25,1,87,51,55.4,21,30
4,26,1,57,33,59.4,18,15
4,27,1,28,20,57.0,6,14
4,28,1,33,22,57.3,12,10
4,29,1,61,37,58.4,19,18
4,30,1,36,24,59.8,14,10
5,1,1,94,20,22.8,9,11
5,2,1,129,32,17.4,15,17
5,3,1,92,22,24.4,15,7
5,4,1,106,26,17.5,13,13
5,5,1,114,35,22.4,18,17
5,6,1,68,24,20.8,13,11
5,7,1,88,25,17.5,12,13
5,8,1,126,39,21.5,15,24
5,9,1,128,43,20.2,22,21
5,10,1,120,41,25.3,21,20
5,11,1,135,47,26.0,26,21
5,12,1,117,44,23.6,23,21
5,13,1,69,26,23.7,14,12
5,14,1,76,33,24.5,13,20
5,15,1,128,53,31.3,18,35
5,16,1,114,47,21.9,14,33
5,17,1,126,54,21.2,39,15
5,18,1,119,53,21.8,31,22
5,19,1,112,53,18.1,26,27
5,20,1,80,40,19.2,20,20
5,21,1,86,42,20.9,21,21
5,22,1,98,51,22.0,31,20
5,23,1,110,55,19.4,27,28
5,24,1,121,65,20.2,28,37
5,25,1,123,65,23.2,29,36
5,26,1,129,71,17.5,23,48
5,27,1,102,62,19.5,22,40
5,28,1,102,60,26.1,43,17
5,29,1,149,89,21.8,43,46
5,30,1,113,69,22.2,29,40
6,1,0,69,5,63.7,2,3
6,2,0,42,4,65.6,4,0
6,3,0,88,13,64.2,4,9
6,4,0,68,6,63.6,4,2
6,5,0,83,9,61.2,6,3
6,6,0,54,5,63.6,4,1
6,7,0,51,5,62.9,4,1
6,8,0,54,10,62.6,7,3
6,9,0,42,6,65.0,5,1
6,10,0,46,7,64.2,5,2
6,11,0,72,11,62.8,8,3
6,12,0,90,10,60.3,7,3
6,13,0,25,3,63.4,1,2
6,14,0,39,7,61.4,6,1
6,15,0,47,7,55.2,5,2
6,16,0,83,11,61.8,4,7
6,17,0,65,9,65.9,7,2
6,18,0,47,8,61.0,8,0
6,19,0,70,10,69.3,6,4
6,20,0,59,9,63.9,3,6
6,21,0,57,10,65.9,5,5
6,22,0,53,8,63.5,5,3
6,23,0,48,10,62.5,4,6
6,24,0,51,8,62.3,6,2
6,25,0,81,15,61.0,11,4
6,26,0,24,4,65.3,1,3
6,27,0,40,8,61.9,5,3
6,28,0,42,9,63.1,5,4
6,29,0,68,14,62.4,9,5
6,30,0,83,16,65.3,9,7
7,1,0,67,5,70.3,2,3
7,2,0,107,9,74.3,4,5
7,3,0,66,6,69.2,1,5
7,4,0,67,6,71.5,2,4
7,5,0,54,8,71.9,2,6
7,6,0,56,6,74.1,1,5
7,7,0,54,6,72.8,3,3
7,8,0,100,12,71.2,5,7
7,9,0,81,9,68.1,1,8
7,10,0,65,9,73.3,2,7
7,11,0,79,12,69.3,2,10
7,12,0,95,13,72.6,6,7
7,13,0,62,7,71.2,0,7
7,14,0,57,10,75.4,3,7
7,15,0,75,13,78.1,3,10
7,16,0,77,12,71.2,3,9
7,17,0,80,16,73.1,5,11
7,18,0,52,12,68.9,4,8
7,19,0,37,7,78.3,3,4
7,20,0,60,10,71.9,3,7
7,21,0,52,11,72.3,5,6
7,22,0,65,10,72.2,4,6
7,23,0,43,9,71.2,3,6
7,24,0,73,14,73.0,6,8
7,25,0,87,17,70.7,6,11
7,26,0,107,22,71.6,8,14
7,27,0,55,10,66.6,4,6
7,28,0,68,16,71.3,8,8
7,29,0,56,10,70.3,5,5
7,30,0,105,23,72.7,10,13
8,1,0,87,7,52.0,2,5
8,2,0,92,8,53.0,3,5
8,3,0,72,7,54.1,1,6
8,4,0,88,7,54.4,3,4
8,5,0,85,7,54.3,2,5
8,6,0,84,10,55.8,0,10
8,7,0,59,6,54.9,3,3
8,8,0,99,11,55.4,1,10
8,9,0,104,13,55.5,2,11
8,10,0,83,9,52.9,5,4
8,11,0,97,12,54.3,5,7
8,12,0,86,15,48.9,3,12
8,13,0,66,10,54.9,4,6
8,14,0,86,13,53.5,6,7
8,15,0,109,15,46.4,5,10
8,16,0,86,13,49.4,7,6
8,17,0,66,12,52.9,4,8
8,18,0,94,15,53.2,2,13
8,19,0,79,12,52.3,4,8
8,20,0,58,9,51.1,4,5
8,21,0,60,12,54.5,6,6
8,22,0,100,16,52.5,7,9
8,23,0,94,16,52.8,4,12
8,24,0,98,20,53.9,6,14
8,25,0,77,15,55.0,4,11
8,26,0,110,21,54.2,10,11
8,27,0,54,12,53.0,5,7
8,28,0,59,16,51.0,4,12
8,29,0,92,17,51.9,5,12
8,30,0,85,21,53.2,10,11
9,1,1,68,16,29.5,10,6
9,2,1,56,14,24.7,4,10
9,3,1,92,26,23.8,14,12
9,4,1,81,22,29.2,10,12
9,5,1,74,22,25.3,12,10
9,6,1,62,19,27.8,10,9
9,7,1,50,16,28.4,9,7
9,8,1,75,27,23.8,11,16
9,9,1,67,24,27.6,10,14
9,10,1,67,25,28.5,10,15
9,11,1,42,16,28.3,5,11
9,12,1,71,26,27.8,7,19
9,13,1,51,21,28.4,12,9
9,14,1,45,19,24.6,9,10
9,15,1,87,35,22.0,16,19
9,16,1,93,41,25.9,21,20
9,17,1,72,33,27.3,18,15
9,18,1,99,48,25.3,25,23
9,19,1,64,30,24.0,14,16
9,20,1,52,28,23.5,17,11
9,21,1,49,23,27.1,13,10
9,22,1,106,54,25.9,37,17
9,23,1,49,28,26.2,9,19
9,24,1,114,62,31.0,29,33
9,25,1,106,59,24.9,29,30
9,26,1,100,56,26.4,31,25
9,27,1,48,29,26.1,13,16
9,28,1,71,45,26.7,26,19
9,29,1,87,55,26.1,34,21
9,30,1,83,49,28.6,31,18
10,1,0,99,12,22.8,10,2
10,2,0,88,7,18.6,3,4
10,3,0,108,9,19.2,6,3
10,4,0,75,7,22.9,7,0
10,5,0,66,6,18.0,4,2
10,6,0,66,10,20.5,6,4
10,7,0,76,9,21.5,6,3
10,8,0,71,11,20.4,7,4
10,9,0,71,8,15.7,7,1
10,10,0,82,11,24.2,6,5
10,11,0,92,14,22.3,9,5
10,12,0,65,10,21.3,7,3
10,13,0,59,9,20.2,6,3
10,14,0,59,7,21.9,4,3
10,15,0,77,11,16.8,9,2
10,16,0,122,17,23.7,14,3
10,17,0,97,14,21.8,10,4
10,18,0,98,17,20.8,12,5
10,19,0,103,16,22.9,10,6
10,20,0,70,11,20.6,6,5
10,21,0,67,12,21.1,10,2
10,22,0,97,18,20.9,13,5
10,23,0,88,16,21.5,13,3
10,24,0,90,15,18.8,12,3
10,25,0,79,16,19.7,10,6
10,26,0,73,14,23.0,8,6
10,27,0,66,12,20.7,7,5
10,28,0,56,11,26.0,7,4
10,29,0,97,18,21.6,13,5
10,30,0,94,23,22.3,14,9
11,1,1,54,12,44.3,8,4
11,2,1,66,15,41.8,9,6
11,3,1,63,17,39.9,9,8
11,4,1,55,13,42.1,8,5
11,5,1,57,16,42.8,7,9
11,6,1,38,16,45.3,8,8
11,7,1,49,17,41.3,7,10
11,8,1,79,26,43.6,9,17
11,9,1,51,20,39.3,11,9
11,10,1,47,18,42.7,10,8
11,11,1,48,18,42.9,11,7
11,12,1,73,28,42.5,17,11
11,13,1,50,20,46.1,10,10
11,14,1,43,16,42.8,9,7
11,15,1,51,22,53.0,15,7
11,16,1,56,26,42.6,14,12
11,17,1,79,35,42.1,17,18
11,18,1,70,32,42.8,17,15
11,19,1,64,32,41.4,10,22
11,20,1,37,19,43.8,7,12
11,21,1,37,18,47.4,8,10
11,22,1,61,33,45.4,17,16
11,23,1,62,32,40.4,14,18
11,24,1,81,43,43.3,18,25
11,25,1,57,34,46.1,19,15
11,26,1,79,45,46.6,26,19
11,27,1,45,26,45.3,9,17
11,28,1,34,23,43.7,13,10
11,29,1,60,39,43.7,22,17
11,30,1,61,37,42.1,21,16
12,1,0,132,10,60.7,5,5
12,2,0,108,9,61.1,4,5
12,3,0,132,13,61.7,2,11
12,4,0,110,10,62.7,3,7
12,5,0,107,11,62.0,6,5
12,6,0,74,9,62.2,3,6
12,7,0,61,5,67.5,1,4
12,8,0,118,18,62.3,6,12
12,9,0,114,13,64.4,2,11
12,10,0,109,13,67.8,6,7
12,11,0,105,19,61.9,7,12
12,12,0,107,16,64.1,7,9
12,13,0,80,11,64.9,3,8
12,14,0,91,13,67.0,4,9
12,15,0,141,19,54.6,8,11
12,16,0,103,15,60.3,4,11
12,17,0,108,17,61.2,7,10
12,18,0,111,20,62.9,6,14
12,19,0,115,18,64.0,5,13
12,20,0,63,12,65.6,5,7
12,21,0,82,13,63.7,8,5
12,22,0,119,21,67.0,10,11
12,23,0,128,23,63.8,9,14
12,24,0,102,18,66.3,5,13
12,25,0,101,20,58.6,7,13
12,26,0,99,20,63.7,7,13
12,27,0,89,17,64.2,8,9
12,28,0,82,17,68.2,9,8
12,29,0,149,35,65.2,11,24
12,30,0,106,24,65.2,10,14
13,1,0,33,4,80.6,2,2
13,2,0,39,3,80.5,2,1
13,3,0,49,4,76.0,3,1
13,4,0,43,3,75.6,2,1
13,5,0,33,3,79.1,3,0
13,6,0,14,4,78.1,2,2
13,7,0,25,4,77.8,3,1
13,8,0,43,5,80.4,3,2
13,9,0,47,6,78.8,6,0
13,10,0,34,7,79.6,2,5
13,11,0,51,8,79.1,4,4
13,12,0,43,5,79.4,5,0
13,13,0,31,5,80.7,4,1
13,14,0,45,5,82.1,3,2
13,15,0,11,6,75.7,2,4
13,16,0,20,3,80.0,2,1
13,17,0,39,8,78.2,6,2
13,18,0,30,6,81.2,4,2
13,19,0,40,11,78.6,9,2
13,20,0,10,3,76.7,1,2
13,21,0,21,4,81.4,1,3
13,22,0,17,3,80.1,3,0
13,23,0,23,4,78.3,3,1
13,24,0,42,10,80.7,5,5
13,25,0,30,9,77.2,4,5
13,26,0,22,5,79.7,5,0
13,27,0,31,10,76.4,7,3
13,28,0,34,10,79.7,7,3
13,29,0,12,5,81.6,4,1
13,30,0,35,11,81.8,5,6
14,1,0,28,6,58.0,4,2
14,2,0,34,4,55.6,1,3
14,3,0,45,9,57.2,2,7
14,4,0,28,4,52.6,4,0
14,5,0,24,4,55.9,2,2
14,6,0,19,2,56.7,1,1
14,7,0,21,6,53.7,5,1
14,8,0,0,5,56.5,4,1
14,9,0,31,5,59.6,4,1
14,10,0,45,8,55.3,2,6
14,11,0,16,1,52.1,1,0
14,12,0,29,4,53.1,2,2
14,13,0,21,4,57.4,3,1
14,14,0,28,5,55.2,5,0
14,15,0,41,8,57.2,3,5
14,16,0,40,8,54.2,5,3
14,17,0,34,7,55.5,4,3
14,18,0,29,4,52.0,3,1
14,19,0,42,8,55.1,6,2
14,20,0,37,7,55.2,5,2
14,21,0,19,4,58.3,4,0
14,22,0,40,7,60.7,6,1
14,23,0,33,9,56.4,8,1
14,24,0,2,3,57.7,2,1
14,25,0,40,9,59.0,4,5
14,26,0,20,5,53.2,1,4
14,27,0,5,3,56.5,1,2
14,28,0,8,2,57.3,2,0
14,29,0,24,6,57.6,4,2
14,30,0,36,9,53.6,2,7
15,1,1,57,14,76.5,5,9
15,2,1,83,18,81.9,7,11
15,3,1,59,15,75.1,8,7
15,4,1,53,13,76.6,9,4
15,5,1,37,9,82.1,7,2
15,6,1,46,16,77.2,9,7
15,7,1,36,14,78.1,9,5
15,8,1,49,18,80.2,9,9
15,9,1,51,16,77.9,5,11
15,10,1,89,31,76.8,17,14
15,11,1,34,11,75.5,4,7
15,12,1,41,15,75.3,10,5
15,13,1,29,12,77.1,7,5
15,14,1,30,14,78.7,8,6
15,15,1,64,25,88.2,16,9
15,16,1,87,40,76.6,17,23
15,17,1,63,28,77.2,17,11
15,18,1,60,27,76.3,10,17
15,19,1,48,21,77.3,13,8
15,20,1,26,13,78.5,7,6
15,21,1,47,23,75.9,12,11
15,22,1,72,39,77.4,28,11
15,23,1,22,11,76.7,5,6
15,24,1,67,34,79.3,17,17
15,25,1,56,32,74.3,16,16
15,26,1,57,33,77.7,16,17
15,27,1,42,24,73.2,14,10
15,28,1,40,22,75.9,11,11
15,29,1,64,38,77.9,10,28
15,30,1,43,26,79.7,10,16
16,1,0,0,2,32.4,2,0
16,2,0,17,4,34.4,3,1
16,3,0,0,0,35.1,0,0
16,4,0,31,2,33.1,2,0
16,5,0,9,2,29.8,0,2
16,6,0,12,1,32.5,0,1
16,7,0,0,4,30.1,2,2
16,8,0,6,2,33.0,1,1
16,9,0,2,1,31.0,0,1
16,10,0,8,1,30.0,1,0
16,11,0,26,4,30.0,2,2
16,12,0,7,2,28.3,1,1
16,13,0,24,7,29.8,2,5
16,14,0,11,2,33.1,2,0
16,15,0,6,1,36.8,0,1
16,16,0,23,8,30.2,7,1
16,17,0,18,6,34.1,4,2
16,18,0,0,1,32.6,1,0
16,19,0,0,0,30.9,0,0
16,20,0,0,3,34.0,1,2
16,21,0,9,2,29.7,1,1
16,22,0,34,5,31.5,3,2
16,23,0,6,1,34.4,0,1
16,24,0,15,5,33.1,4,1
16,25,0,4,2,33.0,2,0
16,26,0,12,3,28.6,3,0
16,27,0,15,3,31.6,3,0
16,28,0,0,1,29.1,1,0
16,29,0,11,4,33.0,4,0
16,30,0,29,7,37.5,4,3
17,1,0,93,9,35.6,5,4
17,2,0,94,8,35.0,3,5
17,3,0,111,9,35.0,7,2
17,4,0,95,12,31.8,5,7
17,5,0,93,9,34.4,7,2
17,6,0,94,8,35.8,3,5
17,7,0,57,8,31.8,4,4
17,8,0,102,11,31.9,7,4
17,9,0,86,10,35.3,5,5
17,10,0,89,12,32.5,8,4
17,11,0,91,10,32.2,6,4
17,12,0,99,12,31.7,5,7
17,13,0,47,8,33.3,3,5
17,14,0,68,10,32.3,2,8
17,15,0,80,11,30.0,6,5
17,16,0,90,14,34.2,7,7
17,17,0,86,14,34.0,8,6
17,18,0,76,17,36.0,9,8
17,19,0,81,14,31.0,10,4
17,20,0,71,15,31.7,8,7
17,21,0,62,10,31.2,5,5
17,22,0,91,16,32.0,9,7
17,23,0,103,19,31.8,6,13
17,24,0,115,19,32.7,9,10
17,25,0,92,18,32.2,8,10
17,26,0,74,15,32.6,8,7
17,27,0,58,10,32.7,6,4
17,28,0,55,10,33.5,4,6
17,29,0,96,22,37.4,11,11
17,30,0,92,19,34.9,13,6
18,1,0,63,7,61.0,4,3
18,2,0,27,4,58.3,2,2
18,3,0,37,2,59.0,2,0
18,4,0,83,9,60.6,7,2
18,5,0,85,8,58.2,5,3
18,6,0,38,5,57.8,0,5
18,7,0,32,5,57.4,0,5
18,8,0,57,6,54.8,3,3
18,9,0,42,5,59.2,2,3
18,10,0,71,8,56.6,4,4
18,11,0,48,6,56.5,2,4
18,12,0,40,9,55.6,5,4
18,13,0,33,7,58.0,4,3
18,14,0,42,6,57.2,3,3
18,15,0,39,11,65.5,5,6
18,16,0,61,9,58.5,5,4
18,17,0,56,10,55.5,4,6
18,18,0,63,11,53.8,7,4
18,19,0,63,11,56.5,8,3
18,20,0,56,8,62.6,4,4
18,21,0,25,7,60.6,3,4
18,22,0,64,14,53.2,9,5
18,23,0,66,11,55.1,7,4
18,24,0,64,12,52.6,8,4
18,25,0,64,12,55.6,4,8
18,26,0,79,15,56.8,10,5
18,27,0,41,9,54.1,5,4
18,28,0,44,11,57.4,6,5
18,29,0,46,10,56.3,7,3
18,30,0,41,10,58.4,4,6
19,1,0,26,1,58.1,0,1
19,2,0,15,3,54.7,2,1
19,3,0,15,2,58.9,1,1
19,4,0,22,2,59.8,1,1
19,5,0,44,4,55.9,2,2
19,6,0,18,1,54.0,0,1
19,7,0,20,2,61.9,1,1
19,8,0,27,3,57.5,1,2
19,9,0,34,3,56.1,1,2
19,10,0,60,7,56.1,2,5
19,11,0,48,8,59.1,3,5
19,12,0,33,8,58.0,1,7
19,13,0,14,3,59.1,2,1
19,14,0,32,4,54.2,1,3
19,15,0,18,2,46.5,2,0
19,16,0,37,7,56.9,3,4
19,17,0,40,7,56.6,5,2
19,18,0,30,8,54.3,5,3
19,19,0,32,4,53.6,2,2
19,20,0,33,8,60.1,6,2
19,21,0,21,4,53.6,2,2
19,22,0,35,7,57.3,5,2
19,23,0,36,8,54.9,4,4
19,24,0,15,7,57.8,2,5
19,25,0,42,8,58.1,5,3
19,26,0,4,6,56.2,4,2
19,27,0,20,4,60.0,3,1
19,28,0,21,11,56.8,6,5
19,29,0,13,3,57.7,0,3
19,30,0,36,8,53.3,2,6
20,1,0,113,9,52.2,4,5
20,2,0,125,11,52.2,6,5
20,3,0,66,9,53.8,3,6
20,4,0,96,13,54.2,6,7
20,5,0,95,8,54.3,4,4
20,6,0,80,7,53.8,6,1
20,7,0,81,9,53.8,4,5
20,8,0,102,13,56.4,7,6
20,9,0,128,13,54.1,8,5
20,10,0,127,15,53.4,8,7
20,11,0,104,14,52.5,8,6
20,12,0,79,13,55.7,3,10
20,13,0,62,7,52.8,4,3
20,14,0,79,12,53.9,7,5
20,15,0,104,14,71.4,9,5
20,16,0,104,17,52.5,10,7
20,17,0,126,19,51.3,10,9
20,18,0,104,15,55.3,7,8
20,19,0,89,13,56.1,6,7
20,20,0,79,14,51.6,4,10
20,21,0,71,15,50.0,7,8
20,22,0,87,16,54.2,7,9
20,23,0,109,18,55.1,10,8
20,24,0,138,24,50.9,15,9
20,25,0,131,25,53.0,14,11
20,26,0,113,23,54.6,14,9
20,27,0,73,14,56.5,5,9
20,28,0,78,16,52.9,8,8
20,29,0,99,22,54.9,14,8
20,30,0,92,21,52.8,11,10
21,1,1,84,19,47.8,9,10
21,2,1,71,18,50.8,12,6
21,3,1,95,26,47.3,11,15
21,4,1,51,12,51.6,8,4
21,5,1,71,18,48.2,7,11
21,6,1,65,21,47.9,12,9
21,7,1,43,17,45.2,6,11
21,8,1,71,23,53.5,8,15
21,9,1,67,24,48.8,9,15
21,10,1,94,34,52.6,22,12
21,11,1,87,32,47.5,14,18
21,12,1,86,31,47.9,16,15
21,13,1,64,25,45.9,12,13
21,14,1,66,27,47.3,16,11
21,15,1,113,45,51.0,23,22
21,16,1,65,26,48.4,13,13
21,17,1,88,39,50.6,15,24
21,18,1,91,41,49.2,19,22
21,19,1,67,31,50.0,14,17
21,20,1,64,32,49.2,17,15
21,21,1,61,31,47.2,18,13
21,22,1,67,36,48.7,18,18
21,23,1,93,49,43.9,17,32
21,24,1,76,41,45.3,16,25
21,25,1,110,60,47.8,31,29
21,26,1,75,41,47.3,23,18
21,27,1,66,40,49.0,19,21
21,28,1,55,36,49.0,18,18
21,29,1,110,65,46.6,32,33
21,30,1,88,54,45.6,34,20
22,1,0,110,8,73.5,3,5
22,2,0,119,9,78.0,3,6
22,3,0,141,12,75.4,7,5
22,4,0,120,12,77.0,6,6
22,5,0,129,15,73.8,4,11
22,6,0,102,10,76.2,4,6
22,7,0,77,9,76.4,5,4
22,8,0,85,10,76.7,8,2
22,9,0,110,13,75.9,5,8
22,10,0,126,14,75.1,7,7
22,11,0,124,20,74.1,7,13
22,12,0,101,12,74.8,2,10
22,13,0,82,10,73.7,6,4
22,14,0,87,13,76.2,5,8
22,15,0,105,15,78.9,9,6
22,16,0,118,19,75.4,10,9
22,17,0,128,18,75.3,8,10
22,18,0,118,18,76.3,7,11
22,19,0,136,23,76.5,12,11
22,20,0,86,15,74.4,9,6
22,21,0,82,14,74.9,10,4
22,22,0,141,25,78.0,15,10
22,23,0,124,22,76.9,11,11
22,24,0,131,23,75.5,9,14
22,25,0,98,19,75.5,11,8
22,26,0,101,23,73.3,12,11
22,27,0,66,14,73.3,7,7
22,28,0,62,12,75.8,7,5
22,29,0,109,26,76.3,11,15
22,30,0,154,32,75.3,18,14
23,1,0,28,2,76.3,1,1
23,2,0,0,0,76.3,0,0
23,3,0,24,3,76.4,1,2
23,4,0,2,2,69.4,0,2
23,5,0,25,7,77.1,3,4
23,6,0,30,3,73.2,1,2
23,7,0,18,1,77.1,1,0
23,8,0,17,3,73.7,1,2
23,9,0,34,3,78.1,1,2
23,10,0,29,6,76.0,1,5
23,11,0,32,6,73.0,2,4
23,12,0,59,7,74.9,2,5
23,13,0,30,6,73.1,1,5
23,14,0,44,8,71.5,1,7
23,15,0,46,9,80.7,2,7
23,16,0,31,5,73.5,4,1
23,17,0,26,6,75.1,3,3
23,18,0,28,6,72.2,2,4
23,19,0,42,7,75.3,1,6
23,20,0,40,8,73.8,2,6
23,21,0,20,5,71.7,2,3
23,22,0,51,9,71.8,2,7
23,23,0,22,5,73.5,4,1
23,24,0,55,11,72.6,4,7
23,25,0,14,5,74.4,0,5
23,26,0,22,4,75.1,1,3
23,27,0,12,3,72.9,0,3
23,28,0,8,6,75.4,2,4
23,29,0,68,18,74.9,8,10
23,30,0,46,9,75.3,4,5
24,1,1,75,16,24.1,12,4
24,2,1,76,17,23.9,5,12
24,3,1,55,14,26.9,6,8
24,4,1,84,21,27.9,8,13
24,5,1,73,21,24.1,9,12
24,6,1,39,13,24.9,6,7
24,7,1,45,13,23.8,7,6
24,8,1,38,12,29.1,6,6
24,9,1,51,16,27.3,8,8
24,10,1,48,17,23.8,8,9
24,11,1,68,25,26.2,11,14
24,12,1,91,35,28.8,16,19
24,13,1,46,21,28.0,12,9
24,14,1,29,12,24.9,7,5
24,15,1,56,24,34.0,15,9
24,16,1,80,36,24.4,14,22
24,17,1,86,40,24.3,20,20
24,18,1,39,21,28.6,8,13
24,19,1,51,24,26.7,12,12
24,20,1,38,18,24.2,7,11
24,21,1,34,16,24.3,8,8
24,22,1,50,24,23.7,9,15
24,23,1,64,37,24.9,21,16
24,24,1,44,23,28.5,15,8
24,25,1,96,52,27.3,32,20
24,26,1,74,41,24.3,22,19
24,27,1,43,26,27.1,12,14
24,28,1,22,14,28.4,7,7
24,29,1,58,38,24.4,16,22
24,30,1,68,40,28.4,23,17
25,1,0,90,7,43.1,3,4
25,2,0,84,7,42.6,3,4
25,3,0,111,8,45.2,8,0
25,4,0,75,11,40.3,4,7
25,5,0,94,10,43.6,6,4
25,6,0,46,5,39.6,4,1
25,7,0,75,8,42.3,5,3
25,8,0,121,13,39.2,9,4
25,9,0,101,15,42.6,9,6
25,10,0,90,12,40.7,9,3
25,11,0,81,14,44.7,6,8
25,12,0,107,12,45.2,7,5
25,13,0,68,11,42.4,8,3
25,14,0,56,10,46.8,6,4
25,15,0,93,13,42.3,11,2
25,16,0,109,16,42.6,9,7
25,17,0,96,15,42.1,10,5
25,18,0,71,13,44.5,8,5
25,19,0,77,14,41.7,5,9
25,20,0,84,16,41.2,8,8
25,21,0,51,8,42.3,6,2
25,22,0,72,12,42.1,8,4
25,23,0,68,11,41.9,9,2
25,24,0,88,16,40.2,8,8
25,25,0,88,20,39.9,14,6
25,26,0,95,21,38.4,12,9
25,27,0,60,12,37.4,9,3
25,28,0,51,11,38.4,7,4
25,29,0,134,30,42.3,18,12
25,30,0,74,16,44.4,8,8
26,1,0,37,4,67.6,2,2
26,2,0,66,6,67.0,2,4
26,3,0,37,4,67.7,1,3
26,4,0,40,5,68.2,3,2
26,5,0,30,3,65.7,1,2
26,6,0,45,7,68.3,5,2
26,7,0,13,3,68.2,2,1
26,8,0,45,6,65.8,5,1
26,9,0,1,2,66.9,0,2
26,10,0,48,6,67.2,3,3
26,11,0,33,4,65.2,3,1
26,12,0,37,7,65.0,5,2
26,13,0,8,1,71.5,1,0
26,14,0,25,4,67.6,2,2
26,15,0,20,4,72.1,2,2
26,16,0,57,7,68.7,5,2
26,17,0,24,5,71.8,4,1
26,18,0,37,6,72.1,2,4
26,19,0,38,7,69.2,3,4
26,20,0,11,2,66.8,1,1
26,21,0,36,11,68.3,8,3
